hue,app_count,label_count,duration
inequality +cardinality,84,1206,0.004935999866575003
equality +cardinality,84,1206,0.004143000114709139
equality miss +cardinality,84,1206,0.0037930000107735395
!existence --cardinality,84,1206,0.005197000224143267
existence --cardinality,84,1206,0.005627000005915761
notin -cardinality,84,1206,0.004920999985188246
in -cardinality,84,1206,0.005386999808251858
specific composite,84,1206,0.004773000022396445
inequality +cardinality,44,675,0.004852999933063984
equality +cardinality,44,675,0.00431999983265996
equality miss +cardinality,44,675,0.004009000025689602
!existence --cardinality,44,675,0.004980999976396561
existence --cardinality,44,675,0.004542999900877476
notin -cardinality,44,675,0.004888999974355102
in -cardinality,44,675,0.00457100011408329
specific composite,44,675,0.006940999999642372
inequality +cardinality,2564,39639,0.022987999953329563
equality +cardinality,2564,39639,0.004106000065803528
equality miss +cardinality,2564,39639,0.0038660001009702682
!existence --cardinality,2564,39639,0.026049999985843897
existence --cardinality,2564,39639,0.007200000109151006
notin -cardinality,2564,39639,0.02852199994958937
in -cardinality,2564,39639,0.006480999989435077
specific composite,2564,39639,0.006225000135600567
inequality +cardinality,24,351,0.004519000183790922
equality +cardinality,24,351,0.0041779999155551195
equality miss +cardinality,24,351,0.0037060000468045473
!existence --cardinality,24,351,0.005358999827876687
existence --cardinality,24,351,0.004041999811306596
notin -cardinality,24,351,0.004731999943032861
in -cardinality,24,351,0.005670999875292182
specific composite,24,351,0.004485999932512641
inequality +cardinality,1284,19328,0.014153999974951148
equality +cardinality,1284,19328,0.004247999982908368
equality miss +cardinality,1284,19328,0.004168999847024679
!existence --cardinality,1284,19328,0.014911000151187181
existence --cardinality,1284,19328,0.0051009999588131905
notin -cardinality,1284,19328,0.015371999936178327
in -cardinality,1284,19328,0.005144000053405762
specific composite,1284,19328,0.005266000051051378
inequality +cardinality,324,4937,0.00660800002515316
equality +cardinality,324,4937,0.00480800005607307
equality miss +cardinality,324,4937,0.004110000096261501
!existence --cardinality,324,4937,0.006441999925300479
existence --cardinality,324,4937,0.004081000108271837
notin -cardinality,324,4937,0.0068350001238286495
in -cardinality,324,4937,0.004491999978199601
specific composite,324,4937,0.004927000030875206
inequality +cardinality,164,2435,0.00595899997279048
equality +cardinality,164,2435,0.004701000172644854
equality miss +cardinality,164,2435,0.004216999979689717
!existence --cardinality,164,2435,0.0057409999426454306
existence --cardinality,164,2435,0.004335999954491854
notin -cardinality,164,2435,0.00534699996933341
in -cardinality,164,2435,0.004753999877721071
specific composite,164,2435,0.007598999887704849
inequality +cardinality,644,10128,0.009525999892503023
equality +cardinality,644,10128,0.004441000055521727
equality miss +cardinality,644,10128,0.003926000092178583
!existence --cardinality,644,10128,0.009301000041887164
existence --cardinality,644,10128,0.0047790000680834055
notin -cardinality,644,10128,0.015087000094354153
in -cardinality,644,10128,0.005782000022009015
specific composite,644,10128,0.0064119999296963215
