hue,app_count,label_count,duration
inequality +cardinality,10244,158662,0.08464599982835352
equality +cardinality,10244,158662,0.003942999988794327
equality miss +cardinality,10244,158662,0.004043000051751733
!existence --cardinality,10244,158662,0.3821199999656528
existence --cardinality,10244,158662,0.30670799990184605
notin -cardinality,10244,158662,0.28130199993029237
in -cardinality,10244,158662,0.41201900015585124
specific composite,10244,158662,0.0152280000038445
inequality +cardinality,1284,19912,0.015943999867886305
equality +cardinality,1284,19912,0.006473999936133623
equality miss +cardinality,1284,19912,0.004099000012502074
!existence --cardinality,1284,19912,0.04900999995879829
existence --cardinality,1284,19912,0.03784399991855025
notin -cardinality,1284,19912,0.04023899999447167
in -cardinality,1284,19912,0.045467999996617436
specific composite,1284,19912,0.005917000118643045
inequality +cardinality,164,2454,0.005389000056311488
equality +cardinality,164,2454,0.006509999977424741
equality miss +cardinality,164,2454,0.004115999909117818
!existence --cardinality,164,2454,0.010783999925479293
existence --cardinality,164,2454,0.008665999863296747
notin -cardinality,164,2454,0.009920999873429537
in -cardinality,164,2454,0.0092720000538975
specific composite,164,2454,0.00545499986037612
inequality +cardinality,24,376,0.004510000115260482
equality +cardinality,24,376,0.007678000023588538
equality miss +cardinality,24,376,0.004047000082209706
!existence --cardinality,24,376,0.00901999999769032
existence --cardinality,24,376,0.006311000091955066
notin -cardinality,24,376,0.00916100014001131
in -cardinality,24,376,0.007398999994620681
specific composite,24,376,0.004711000015959144
inequality +cardinality,644,9852,0.009720999980345368
equality +cardinality,644,9852,0.006540000205859542
equality miss +cardinality,644,9852,0.00395999988541007
!existence --cardinality,644,9852,0.024031999986618757
existence --cardinality,644,9852,0.01814199984073639
notin -cardinality,644,9852,0.022121000103652477
in -cardinality,644,9852,0.02059699990786612
specific composite,644,9852,0.0058120000176131725
inequality +cardinality,2564,40535,0.025954000186175108
equality +cardinality,2564,40535,0.006657000165432692
equality miss +cardinality,2564,40535,0.004330999916419387
!existence --cardinality,2564,40535,0.12934900005348027
existence --cardinality,2564,40535,0.09975200006738305
notin -cardinality,2564,40535,0.10497800004668534
in -cardinality,2564,40535,0.13005099981091917
specific composite,2564,40535,0.009495999896898866
inequality +cardinality,20484,317161,0.12976099993102252
equality +cardinality,20484,317161,0.008970000082626939
equality miss +cardinality,20484,317161,0.003768000053241849
!existence --cardinality,20484,317161,0.5326149999164045
existence --cardinality,20484,317161,0.41742299986071885
notin -cardinality,20484,317161,0.3764550001360476
in -cardinality,20484,317161,0.5393449999392033
specific composite,20484,317161,0.022207000060006976
inequality +cardinality,44,577,0.004427999956533313
equality +cardinality,44,577,0.006165999919176102
equality miss +cardinality,44,577,0.0037499999161809683
!existence --cardinality,44,577,0.007230000104755163
existence --cardinality,44,577,0.006402999861165881
notin -cardinality,44,577,0.007055999943986535
in -cardinality,44,577,0.006784999975934625
specific composite,44,577,0.00470699998550117
inequality +cardinality,84,1355,0.0052460001315921545
equality +cardinality,84,1355,0.0061350001487880945
equality miss +cardinality,84,1355,0.0040080000180751085
!existence --cardinality,84,1355,0.007686999859288335
existence --cardinality,84,1355,0.007393000181764364
notin -cardinality,84,1355,0.007816000143066049
in -cardinality,84,1355,0.0074449998792260885
specific composite,84,1355,0.0047079999931156635
inequality +cardinality,5124,79010,0.05199400009587407
equality +cardinality,5124,79010,0.006273000035434961
equality miss +cardinality,5124,79010,0.00395399983972311
!existence --cardinality,5124,79010,0.6676799999549985
existence --cardinality,5124,79010,0.621377999894321
notin -cardinality,5124,79010,0.5032180000562221
in -cardinality,5124,79010,0.7487649999093264
specific composite,5124,79010,0.011704999953508377
inequality +cardinality,324,5046,0.006243000039830804
equality +cardinality,324,5046,0.0062610001768916845
equality miss +cardinality,324,5046,0.0036890001501888037
!existence --cardinality,324,5046,0.012634000042453408
existence --cardinality,324,5046,0.010695000179111958
notin -cardinality,324,5046,0.011430000187829137
in -cardinality,324,5046,0.012826999882236123
specific composite,324,5046,0.0048420000821352005
